nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Esmeralda Gomila,39,Callejón de Tatiana Prada 3 Puerta 7 ,Guadalajara,Tarragona,46325,84.549615,35.208894
Antonia Llabrés-Adadia,35,Cañada de Simón Ochoa 71 Apt. 57 ,Navarra,Huesca,34961,-99.407016,63.687690
Itziar Arenas Mercader,50,Via Ignacio Llano 85 Piso 1 ,Las Palmas,Badajoz,04624,-138.310328,-28.893790
Dionisia Alegria Gibert,30,Cañada Georgina Sevilla 754,Córdoba,Ceuta,07015,-23.797544,89.518682
Susana Expósito-Rivero,71,Cañada de Selena Puente 783,Alicante,Ávila,17029,97.788769,-27.258811
Salomé Luque Palau,72,Vial de Guadalupe Ordóñez 555 Piso 8 ,Teruel,Baleares,06243,-61.171100,-68.0623605
Feliciana Nadia Luís Corbacho,61,Cuesta de Rafaela Mateos 77,Vizcaya,Granada,39054,0.937666,78.9735375
Aristides Avilés Ariza,43,Ronda Florencia Pla 73,La Rioja,Huesca,42094,124.382101,8.214810
Mayte Susana Rubio Cabrera,58,Pasaje de José Puig 74,Valladolid,Castellón,39245,161.774048,73.997135
Marcia Contreras Albero,44,Pasaje Plinio Lerma 1 Piso 0 ,Zaragoza,Cantabria,24764,-172.197384,-71.5005565
Flavia Azahar Alcalá Carrión,62,Pasaje Jennifer Peñalver 22,Teruel,Ávila,48466,112.871641,-75.4768045
Selena Peinado Bas,29,Calle Marcela Canals 97 Piso 9 ,Lugo,Castellón,51976,62.051135,21.508993
Íñigo Rafa Santamaria Saez,29,Glorieta Jesusa Pujol 96 Piso 9 ,Palencia,Guadalajara,49454,-114.057612,-52.6325565
Sabina Leocadia Morera Bautista,64,Paseo de Hernando Menéndez 582 Puerta 7 ,Huelva,Valencia,51682,175.805491,-48.7193575
Victoriano Dominguez,21,C. de Graciana Torrent 39 Apt. 93 ,Segovia,Cuenca,35413,-171.857723,33.847576
Antonia Carbó Vallés,48,Acceso Isidoro Conde 61,Jaén,Zaragoza,10174,-78.858971,-42.0821645
Brunilda Valle Feijoo,24,Cuesta Lino Navarro 11,Lugo,Barcelona,15230,-159.836806,-29.237616
Amílcar Benjamín Quirós Santamaría,36,C. Abril Beltran 16 Puerta 2 ,Santa Cruz de Tenerife,Cuenca,45315,165.985959,1.977009
Eliana Checa Salas,47,Pasadizo Miguel Ángel Mate 7 Piso 8 ,Ourense,León,17245,148.934196,63.943673
Custodia Tomé-Barón,77,Pasadizo de Eliseo Pineda 190 Piso 4 ,Ceuta,León,23132,-177.686183,-40.148695
Macaria Carro-Barriga,56,Vial de Joaquina Salas 23,Zaragoza,Valencia,44227,143.230141,57.6358665
Calisto Amorós-Estevez,69,Ronda Gervasio Amat 10,Zamora,Sevilla,27299,-158.328350,76.1106895
Juan Luis Leon Dueñas,74,Glorieta de Bartolomé Valverde 75,Teruel,Ciudad,25973,16.488409,88.692164
Imelda Guijarro Tur,58,C. Jorge Valera 570,Zaragoza,Cáceres,12884,-81.130818,-3.423348
Charo Pujadas,47,Alameda de Elisabet Laguna 52 Puerta 5 ,Girona,Baleares,05438,36.061652,-17.444129
Eligio Múñiz Esteve,51,Urbanización de Rufina Montoya 80 Apt. 81 ,Cádiz,Zamora,15812,83.365895,87.0281575
Francisco Pablo-Hierro,26,Via Chus Moles 30,Girona,Ceuta,44533,15.348517,-19.350917
Ricardo Casas-Mariscal,26,Urbanización de Carmela Pelayo 66,Castellón,Guadalajara,36481,-88.851133,-16.5819125
Ambrosio Aznar Soler,29,Cuesta de Anselmo Céspedes 27,Navarra,Ourense,28162,28.632056,6.555170
Bibiana Paz Iglesia,40,Vial Fanny Ángel 4 Apt. 21 ,Burgos,Lugo,27374,61.954397,-27.702600
Osvaldo Álvaro Solana Gaya,18,Pasaje Pepita Cruz 77,Tarragona,Salamanca,14255,141.314443,62.1269605
Merche González Matas,34,Rambla Caridad Delgado 775,Burgos,Soria,47775,99.053773,16.6636725
Ruy Criado-Sanabria,33,Cuesta de Inés Montes 27 Piso 9 ,Murcia,Alicante,01838,162.806972,5.337497
Haydée Fiol Armengol,63,Cañada Débora Gallart 72 Puerta 4 ,Las Palmas,Baleares,48178,76.026190,-75.370970
Adora Coello Cárdenas,39,Via de Jesusa Buendía 439 Puerta 4 ,Asturias,Guadalajara,40409,-41.961154,-84.691984
Matías Aguilera Álvarez,63,Pasadizo de Fernanda Gutiérrez 77 Apt. 69 ,Álava,Teruel,41228,135.517823,76.897810
Coral Elvira Conesa Tomás,77,Camino Josefina Seguí 197 Apt. 93 ,Lleida,Cáceres,20471,6.123596,-24.897413
Noelia Mas Nevado,56,Cañada de Ángeles Jove 89 Apt. 14 ,Girona,Murcia,36812,11.062021,-15.016728
Ana Belén Uribe-Ferrán,68,Via de Toribio Bernal 8 Apt. 24 ,Soria,Badajoz,06446,-39.988727,1.827265
Pepito Valcárcel Ávila,47,Cuesta Delfina Prieto 98,Santa Cruz de Tenerife,Guadalajara,32287,-105.134372,-2.815896
Faustino Pujol Bautista,45,Callejón de Danilo Carreras 430 Piso 2 ,Cantabria,Cádiz,38997,-93.461365,62.1343075
Cayetano Perelló,65,Alameda Moreno Sobrino 187,Girona,Guadalajara,47640,-166.408378,-27.999623
Hipólito Fabregat Iriarte,38,Via de Marisela Sola 1 Puerta 8 ,Alicante,Valencia,43817,34.752607,76.644163
Primitiva Burgos,66,Camino Agapito Chaparro 67,Cuenca,Cáceres,03967,102.188244,64.7724985
Iván Arjona Llorente,59,Plaza Josué Prado 3 Piso 6 ,Zamora,Cuenca,51316,-38.126922,67.582655
Daniela Almazán Sarmiento,33,Paseo de Bárbara Puga 118 Apt. 33 ,Lleida,Jaén,14260,-105.457646,56.612027
Ariel Roig Almansa,47,Calle de Nazaret Gabaldón 66 Puerta 9 ,Barcelona,Murcia,46526,-170.726956,-69.4455035
Lara Aller Guardiola,53,Vial Ileana Rincón 22,Zaragoza,Cantabria,52033,-24.499612,-69.6438605
Eli Palau Heredia,65,Acceso de Carmen Larrea 938 Piso 2 ,Teruel,Badajoz,28910,-144.203142,32.7004995
Julia Pellicer Paz,71,Pasaje Eliseo Ledesma 643,Sevilla,Jaén,14903,-165.764052,88.0506535
Feliciana Verdugo Crespi,34,Ronda María Carmen Manuel 48,Pontevedra,Guadalajara,20612,78.872244,82.1996005
Rosalva Cerdá,21,Plaza de Gisela Fabra 47 Apt. 50 ,Álava,Lleida,48675,-70.508817,-84.1179855
Fabiana Barrena Mayoral,33,Vial de Eligio Daza 49 Piso 6 ,La Coruña,Cádiz,36156,135.888386,6.394608
Purificación Lamas Guijarro,46,Cañada de Matilde Donoso 89 Puerta 7 ,Palencia,Guipúzcoa,19840,144.191114,-18.248349
Manuela Rodríguez-Fuente,40,Calle de Clara Corbacho 842 Piso 1 ,Santa Cruz de Tenerife,Granada,27816,23.890542,-47.405484
Maricruz Arribas,72,Plaza María Belén Perelló 5 Piso 8 ,Lleida,Segovia,04230,67.008739,34.9560835
Lorenza Pereira Prieto,68,Cañada Víctor Giner 46,Zaragoza,Salamanca,04099,-2.612238,-85.2357585
Eligio Cabeza Ángel,61,Callejón Constanza Abril 37,La Coruña,Ourense,45414,123.065522,-8.9653345
Nerea Grau Gilabert,44,Calle de Mario Huertas 49 Puerta 6 ,Cáceres,Cuenca,06942,-158.004983,83.517401
Maricela Colomer Pozo,27,Plaza Dalila Romero 37,Málaga,Burgos,51146,-174.462792,-54.245531
Emma Español Arroyo,72,Via de Tatiana Rodriguez 50,Soria,Cádiz,29714,-26.933393,29.6153525
Jose Carlos Jover Verdugo,54,Avenida Ceferino Garzón 690 Puerta 7 ,Palencia,Madrid,31777,-34.898070,-65.157013
Mauricio Mariscal Mur,79,Pasadizo de Marciano Revilla 662,Alicante,Jaén,17446,-67.964149,31.559719
Rosalva Jordán Verdugo,76,Vial Odalys Pazos 5,Lleida,Cáceres,22090,166.547791,12.832797
Micaela Tapia Aguiló,36,Via Jose Francisco Mariño 460,Lugo,Cuenca,09548,-37.817616,-63.3195175
Natanael Guardia Pablo,67,Cuesta de Quirino Montenegro 37,Cuenca,Pontevedra,48518,-87.970975,34.976542
Dorotea Segarra,47,Pasadizo Estela Ribas 7,Cádiz,Granada,30622,-100.962945,83.488785
Severiano Caro Blazquez,36,Glorieta Sofía Gonzalo 804,Soria,Soria,32284,43.067186,16.2407485
Amada Nevado Bermejo,24,Ronda de Rodrigo Vidal 9 Piso 8 ,Baleares,Santa Cruz de Tenerife,12070,-5.718527,82.996440
Amílcar Ferrández Mercader,41,Pasadizo Pelayo Puga 68,Las Palmas,Málaga,14440,68.078016,-83.6439835
Irma Bonet Bastida,59,Avenida de Dominga Torralba 96,Asturias,La Rioja,34852,-47.935841,-79.6646455
Hortensia Valdés Díez,32,C. Adela Palomino 267 Piso 9 ,Cantabria,Ciudad,01328,140.079136,6.2215165
Florina Herrera Cortés,61,Ronda de Máxima Terrón 77 Apt. 72 ,León,Baleares,18806,-9.381047,85.072920
Rosalva Matilde Gaya Niño,56,Urbanización Isabela Gisbert 76,Valladolid,La Coruña,13881,42.195088,19.559353
María Cristina del Conde,63,Cuesta de Isidoro Cortina 56,La Coruña,Madrid,04305,8.287977,-73.9522505
Marino Carro Calvo,26,Via Ariel Ricart 11 Puerta 3 ,Baleares,Melilla,24339,-155.160807,63.640356
Zaira Marqués Aroca,49,Callejón de Jose Angel Santos 59,Teruel,Girona,42627,-145.886978,20.8395295
Omar Andres-Coronado,75,Urbanización de Bernardita Marcos 7 Piso 2 ,La Coruña,Ceuta,14153,-12.394279,83.285356
Mariana Olmedo-Mendizábal,72,Camino de Almudena Grande 19 Apt. 42 ,Guipúzcoa,Zamora,33066,-121.153541,-75.548178
María Teresa de Costa,60,Pasadizo Angélica Gras 3,Melilla,Zaragoza,26755,-9.563367,-49.5409875
Perlita Caparrós Águila,78,Via de Ciríaco Cobo 227,La Rioja,Córdoba,36240,70.018160,74.1363255
Piedad Castañeda Mateos,61,Urbanización Édgar Pelayo 73,Segovia,Asturias,36178,-127.803772,-77.690168
Pancho Piñol Sanmartín,78,Rambla Paco Canales 97 Piso 8 ,Toledo,Granada,32868,82.784965,43.9675895
Fanny Somoza,59,Rambla de Marina Álamo 44 Apt. 62 ,La Coruña,Tarragona,11288,158.193812,64.971642
Onofre Corominas Galiano,24,Pasadizo Calisto Chaves 71,Ceuta,Castellón,33922,-2.200926,76.722211
Noé Acevedo Carreño,66,Urbanización de Juan Bautista Merino 97,Asturias,Málaga,43409,174.479373,-81.0865635
Quique Zacarías Montalbán Sanabria,45,C. de Amando Canet 13,Ávila,Teruel,11377,68.476921,-60.330166
Atilio Prats-Losada,48,Ronda de Esteban Sastre 25 Apt. 31 ,Castellón,Córdoba,46294,157.585418,-1.3614335
Amarilis Mulet Bustos,71,Paseo Íñigo Quintana 68,Ourense,Murcia,48713,131.667617,-45.679346
Juan Manuel Torrecilla Lerma,51,Callejón Victorino Gomila 50,Las Palmas,Castellón,07643,77.228814,-64.6119935
Aurora Samanta Palmer Millán,63,Pasadizo Mateo Rocha 797,Navarra,Teruel,09098,9.402044,32.5866765
Prudencia Anita Jurado Bilbao,22,C. de Artemio Hoyos 48 Piso 6 ,Valladolid,Tarragona,38910,144.215001,48.9836715
Juanito Olmo Manzano,41,Vial Esperanza Rius 209 Piso 4 ,Ciudad,Cádiz,03388,3.667056,84.386961
Fidela de Pedro,75,Paseo Prudencio Briones 56 Puerta 1 ,Ourense,Murcia,27735,-116.329188,-21.307257
Amada Neira,29,Cañada Manuel Río 3,Jaén,Ceuta,44796,125.552499,30.277422
Hilda Cecilia Ballesteros Baena,36,Acceso Rosenda Vidal 2 Apt. 33 ,Ourense,Barcelona,06049,-160.441504,-77.389034
Julie Gimeno Fajardo,55,Vial Luz Huerta 452 Apt. 41 ,Cantabria,Las Palmas,38881,-98.577201,-42.5611245
Flavia Esteban González,35,Callejón Encarnacion Higueras 52 Apt. 51 ,Málaga,Almería,35222,-173.662236,52.4962695
Merche Checa Ródenas,35,Callejón de Lorena Miranda 87,Girona,Alicante,04896,81.373059,59.7505465
Xiomara Modesta Bernal Samper,44,Paseo Esperanza Ballesteros 560,Lleida,Huesca,23794,69.549410,79.3326155
Amelia Ferrero Noguera,51,Ronda Lidia Pujol 98 Puerta 6 ,Guipúzcoa,León,30959,140.124068,47.9628595
Belen Pedraza Nogués,74,Callejón de Yolanda Somoza 61 Apt. 46 ,Melilla,Badajoz,15594,-168.051412,-9.851842
Cayetana Garriga,37,Pasadizo de Belen Robles 335 Apt. 45 ,Ávila,Córdoba,27097,107.458020,-20.9316215
Ofelia Torrent Llamas,53,Vial de Abel Quintero 6,Las Palmas,Asturias,08094,-118.689425,-22.3787795
Dan Taboada Orozco,74,Cañada Ciriaco Bosch 40 Puerta 7 ,Madrid,Salamanca,24670,-43.795949,-20.2347335
Leandro Plana Álvarez,44,Via de Aristides Fuente 7 Piso 1 ,Tarragona,Baleares,08834,136.233474,36.335927
Heliodoro Cózar Pujadas,22,C. de José Font 15 Puerta 8 ,Santa Cruz de Tenerife,Tarragona,21200,-123.435743,-74.2454975
Cleto Ferrando Vicens,29,Callejón Noé Escamilla 5 Piso 3 ,Málaga,Melilla,15085,-51.487751,-79.888939
Nazaret Molina Gilabert,54,Via de Gil Giralt 295,Murcia,Segovia,31748,111.721568,-8.157038
Carmelita Sevilla,52,Avenida de Pilar Lopez 70,Baleares,Baleares,41408,60.339181,-38.298492
Ramiro Javi Pino Ortiz,39,Glorieta Elodia Hierro 4,Huelva,Valladolid,38713,30.597293,50.1087585
Dani Díaz Peláez,27,Pasaje Cirino Jiménez 6 Puerta 5 ,Castellón,Toledo,48582,148.483864,10.3649085
Asunción Elena Viana Lastra,26,Paseo Chuy Jódar 90,Alicante,Huesca,45133,13.674936,45.795366
Teodoro Requena Herranz,57,Cuesta Edmundo Chamorro 44,Vizcaya,Zaragoza,37014,-61.361009,77.7843545
Carmelo Peña Ordóñez,37,Pasaje de Selena Barros 41,Segovia,Vizcaya,33301,-113.233295,52.7581425
Nilo Alcalde Romero,59,Avenida Lope Dávila 55,Palencia,Badajoz,13369,37.407032,78.387391
Ambrosio Acosta Figuerola,79,Rambla de Inés Maldonado 26,La Rioja,Baleares,07726,64.426457,58.4642525
Zoraida Vicente Quesada,57,Paseo Jordi Amo 7 Piso 9 ,Toledo,Asturias,19453,-40.453252,87.408641
Emiliana Robledo,45,Plaza Cristian Zaragoza 784 Apt. 03 ,Ourense,Teruel,01819,125.595167,-13.3278205
Marc Carballo Ochoa,67,Ronda de Noa Garcés 97 Puerta 9 ,Córdoba,Álava,24794,-47.067293,-76.7486545
Jonatan Fabricio Valentín Martí,22,Pasaje Leopoldo Oliva 349,Lleida,Albacete,26083,21.299188,59.972384
Alba Sandoval,22,Glorieta de Socorro Porcel 36 Piso 5 ,Ciudad,Granada,28215,77.411554,-61.0745885
Graciana Roldán,39,Pasadizo Irene Español 59,Santa Cruz de Tenerife,Guipúzcoa,27578,-111.660189,-74.5271485
Miguel Ángel Bermejo-Torres,38,Pasaje Inocencio Escribano 6 Piso 8 ,Lleida,Ourense,24479,-103.235854,82.4495565
Guiomar Gomis Llabrés,38,C. Elías Pozuelo 39 Piso 3 ,Málaga,Badajoz,22521,-156.695265,44.3218725
Melchor Arturo Olmedo Palau,44,Ronda Lina Solana 879 Puerta 5 ,Valencia,Zamora,42358,59.981597,-45.505140
Calista Cortina Vidal,41,Cañada de Natalia Carbó 70,Albacete,Girona,39665,28.089408,35.8274025
Ainoa Rosado Girón,24,Rambla de Noemí Hernández 6,Lleida,León,42712,80.289111,-23.674494
Maristela Mínguez Ortega,33,Cuesta Isidoro Rueda 98 Puerta 6 ,Guadalajara,Navarra,34154,95.097063,47.707903
María Del Carmen Gimenez,21,Camino Rafa Murcia 11,Cáceres,Segovia,41981,-60.967092,-48.214800
Román Oliveras Cortina,76,Paseo de Herberto Aznar 50 Piso 1 ,La Coruña,Ciudad,31919,-106.380834,-0.0383665
Inmaculada Nevado Ordóñez,25,Cañada Carmina Alcántara 88,Salamanca,Girona,01778,92.609865,-36.489832
Angélica Benavente Medina,44,Acceso de Teobaldo Soria 46,Cáceres,Zamora,38601,-129.013139,51.2688375
Felix Garmendia Vicens,20,C. Celestina Montes 90 Apt. 46 ,Navarra,Málaga,31447,28.866234,44.021105
Luz Ruperta Noguera Requena,80,Camino Felicidad Folch 46,La Coruña,Ceuta,17721,99.289611,69.959233
Óscar Carro-Ochoa,24,Camino Jose Manuel Martí 413 Piso 2 ,La Coruña,Ávila,04129,70.372360,58.5779935
Gregorio León Huerta Valenciano,69,Pasaje Valeria Almeida 14,Granada,Valladolid,04338,-101.974641,-26.5363405
Julia Baena Izaguirre,46,Pasadizo de Isidoro Amat 2,Zaragoza,Valencia,47433,160.400175,-56.0527015
Borja Aparicio Morales,30,Ronda de Custodia Diaz 967,Álava,Salamanca,11880,-17.482456,-41.319412
Macario Pons Aranda,34,Calle Viviana Noriega 83,Murcia,Burgos,37710,28.960722,-74.412773
Constanza Valcárcel Haro,27,C. Luisa Alarcón 1 Apt. 33 ,Ceuta,Cantabria,16026,-78.131715,-34.898016
Marisa Barranco Sandoval,35,Avenida Otilia Guzmán 403,Cuenca,Badajoz,26584,55.107482,-14.3082705
Tatiana Gárate Fuertes,53,Acceso Eusebio Vázquez 91,Guadalajara,Asturias,40584,-160.128780,-32.508066
Norberto Gordillo Ricart,52,Plaza de Olivia Antón 50 Puerta 1 ,Pontevedra,Lleida,49636,107.534640,-32.5004485
Mirta Francisco Vidal,35,Alameda Damián Chamorro 38,Baleares,Huelva,04779,4.076291,-85.8874655
Eric Boix,25,Pasaje de Dan Carreras 52 Puerta 7 ,Huelva,Pontevedra,51987,-121.452626,-82.5241115
Lisandro Barberá Falcón,25,Plaza Maristela Torrents 440 Puerta 2 ,Teruel,Alicante,08411,16.654980,-61.1027845
Guiomar Bustamante,68,Glorieta Javiera Morata 77 Puerta 0 ,Almería,Barcelona,04970,-61.759764,61.160897
Liliana Alvarez Perez,20,Cañada de Angélica Carballo 5,Asturias,Barcelona,51894,146.944847,9.5206455
Aarón Quique Dueñas Riera,34,Avenida Paulino Mateo 53 Piso 0 ,Ceuta,Lleida,40449,153.663366,73.720091
Álvaro del Andreu,47,Callejón Modesta Campoy 91 Piso 3 ,Huelva,León,36626,24.852968,55.399912
Alicia del Clemente,38,Plaza Galo Castrillo 55,Albacete,Granada,24831,35.094561,22.0426355
Luis Castellanos Somoza,77,Urbanización de Maxi Pallarès 82,Girona,Melilla,21842,-43.897329,-29.5011205
Amado Balaguer-Giralt,50,Acceso de Nicolás Elías 649,Huelva,Barcelona,38468,-165.126318,-10.901554
Amando Múñiz-Nuñez,68,Cuesta Teo Carrasco 84 Piso 9 ,Murcia,Baleares,43440,-142.735829,3.949021
Pancho Priego Benavente,52,Pasadizo de Faustino Acosta 755 Puerta 1 ,Málaga,Asturias,28565,-141.912420,-63.1030615
Albert Julio Granados Cámara,73,Plaza Ernesto Carreras 2 Puerta 7 ,Badajoz,Palencia,10257,-142.406954,40.3025775
Luciana Piña,53,Via Gerardo Maldonado 7 Puerta 1 ,Madrid,Zamora,31648,111.614524,35.232062
Ligia Vicens Aguirre,24,Acceso de Gilberto Arroyo 5 Piso 2 ,Ourense,La Coruña,36075,-107.871431,7.887372
Fabiana Jove Verdú,66,Glorieta de Andrés Felipe Alcaraz 8,Baleares,Albacete,38715,-22.240128,75.7551785
Sigfrido Moraleda-Miró,32,Callejón de Leandro Franco 55,Ourense,Alicante,25129,-124.866431,-43.305344
Pepita Calderón Leon,36,Alameda de Fabiola Lluch 66,Zamora,Melilla,16612,-11.124780,89.9585035
Rafael Espejo Cáceres,80,Cañada de Matías Amigó 58,Valencia,Palencia,10235,166.631566,42.199578
Juan Francisco de Montenegro,64,Pasadizo de Dorita Enríquez 78 Piso 2 ,Toledo,Palencia,24098,-134.426000,-72.8455305
Bautista Meléndez,64,Via de Pánfilo Carbó 47 Piso 6 ,Valladolid,Álava,36651,-149.284329,-0.0406445
Maximiano Ferrero Quintana,37,Avenida Heliodoro Piña 84,Baleares,Zamora,09785,5.393011,49.810120
Lope Aliaga Gámez,50,Camino de Raúl Naranjo 715 Piso 3 ,Lugo,Albacete,44488,-42.146416,-57.1951495
Manu Fausto Toro Alvarado,48,Paseo Eliseo Pina 3,Córdoba,Girona,37788,162.571193,28.7445805
Fortunata Piñol,41,Plaza de Mirta Goñi 97,Segovia,Lugo,08038,169.817400,-30.9007735
Paco Girona Mesa,73,Avenida Belen Tomás 672 Puerta 4 ,Almería,Burgos,49941,131.133422,8.963376
Fortunato Uribe Mir,72,Paseo de Rico Santamaría 2 Apt. 60 ,Soria,Las Palmas,08976,124.521424,-79.8023385
Tristán Vasco Codina Goicoechea,29,Vial de Ángeles Salmerón 80 Puerta 1 ,Cádiz,Baleares,02367,-109.476704,26.017801
Valerio Cal Sedano,39,Alameda de Germán Marti 27,Salamanca,Pontevedra,03120,120.827155,7.887385
Sandalio Rocamora Ortega,37,Rambla de Martín Adán 199,Ourense,Granada,41349,-26.413434,-54.941386
Angelino Arias Mendizábal,33,Urbanización Consuelo Peiró 12 Puerta 1 ,Palencia,Ceuta,19790,-55.723448,-51.5895255
Almudena Peral Heras,71,Acceso Loida Hoyos 91,Asturias,Cuenca,39640,-60.193356,20.519969
Bautista González-Royo,41,Paseo Ruben Villalba 32,Girona,Barcelona,36872,-55.085976,-37.6896145
Julio César Íñigo Baquero Valencia,35,Cañada de Sarita Trillo 7 Piso 5 ,Jaén,Cádiz,50727,34.525851,42.212372
Pascuala Alcalá Gonzalez,69,Avenida Bernarda Juan 94 Apt. 46 ,Lugo,Lugo,38575,169.250366,11.5630075
Leocadio Cisneros-Anguita,80,Vial Samanta Pazos 484,Jaén,Ciudad,02278,117.729674,4.9832985
Susanita Roma Orozco,32,Acceso Reyes Prat 15,Huesca,Murcia,07491,92.210315,23.8733135
Claudio Romeu,26,Pasadizo de Felicia Iñiguez 38 Puerta 2 ,La Coruña,Barcelona,50780,25.968091,5.302036
Mario Pancho Rosa Pedraza,67,Camino Ciriaco Garrido 63 Apt. 27 ,Ourense,Cantabria,24545,165.834221,8.949495
José Valle,62,Acceso de Fernando Amat 369,Teruel,Cádiz,38213,-16.549896,-77.051035
Ulises Iglesia-Agustín,30,Ronda África Figuerola 43,León,Soria,14927,-78.910885,-60.475628
Ámbar Verdejo,21,Avenida de Olga Borja 5,Segovia,Sevilla,45175,129.932663,47.296820
Nacio Barrio Barrio,45,Pasadizo Agapito Cortina 29,Vizcaya,Granada,32174,133.106591,-34.5319435
Amalia Manzanares Millán,66,Callejón Carlota Soto 68,Guipúzcoa,Albacete,11748,-34.504058,21.3037405
Faustino del Seco,64,C. Clara Peiró 43 Piso 0 ,Las Palmas,Córdoba,01780,168.496650,32.9984525
Curro Ríos-Ramirez,30,Ronda Ciriaco Salgado 246 Piso 1 ,Las Palmas,Girona,01240,136.081798,65.752072
Alonso Barceló,19,Alameda de Felix Segovia 392,Guipúzcoa,Ciudad,42438,137.302182,-19.208025
Matilde Campo Zurita,36,Ronda Isidro Rebollo 40,La Coruña,Valladolid,49601,149.995836,-58.7850575
Carlota Elías Villanueva,22,Glorieta Leandro Burgos 612 Apt. 55 ,Melilla,Ceuta,24691,-51.541738,-60.451368
Cruz Sáez Cases,32,Camino de Esperanza Pombo 383 Piso 1 ,Teruel,Soria,36311,2.489973,-78.5536945
Dulce Uribe Pons,51,Glorieta de María Teresa Borrás 5,Huesca,Cádiz,02083,19.080331,24.8510225
Roberto Ariza Roura,60,C. Carmelo Jurado 95 Apt. 81 ,Valencia,Soria,03351,-10.198047,-59.6930145
Luciana Salvador Macias,21,Ronda de José Ángel Bru 8 Puerta 1 ,Álava,La Coruña,48015,177.620601,88.538237
Lisandro Sanabria-Barrios,29,C. de Amalia Olmedo 35 Apt. 45 ,Álava,Zamora,21330,132.621886,13.366220
Edelmira Camino Agustín,68,Plaza Rosendo Puig 5,Jaén,Lleida,32537,-161.215656,25.360186
Adelaida Almansa Girona,28,Camino Eladio Chaparro 4 Apt. 64 ,Santa Cruz de Tenerife,Cádiz,49603,10.117833,3.1264865
Isidro Ríos Bru,76,Alameda de Mohamed Rey 99,Valladolid,Barcelona,30373,24.288032,-29.0018465
Ildefonso Gutierrez Campos,64,Pasaje de África Sánchez 50 Puerta 5 ,Ceuta,La Coruña,06187,153.994470,1.3318345
Leyre Granados,68,Rambla de Rosa Somoza 34 Puerta 5 ,Asturias,Castellón,29820,88.460203,3.5569195
Reina Diego Agustín,71,Cuesta Julio César Solé 92 Puerta 2 ,Barcelona,Teruel,15829,-131.247159,-76.995430
Roberta Serrano,80,Rambla Gervasio Noriega 82 Puerta 9 ,Ourense,León,26037,9.057002,89.7783595
Kike Calderón Ortiz,33,Pasaje Toño Mendez 10,Álava,Álava,39219,9.897299,32.4387415
Estefanía Fábregas,65,Calle de Venceslás Guillén 812 Puerta 2 ,Toledo,Cantabria,37642,75.628278,75.4952475
Ramona Zabala Agudo,63,Pasaje Zaida Barrera 27,Badajoz,Badajoz,28148,-60.703943,81.3555655
Eloísa Maldonado Crespo,51,Cañada de Eliana Capdevila 329,Huesca,Huelva,18017,156.425415,10.7778485
Guiomar Puig Bayón,49,Vial de Tiburcio Hernando 806,Ourense,Murcia,33123,28.828768,0.7183785
Beatriz Piña Blazquez,68,Camino Tamara Lobo 52,Navarra,Ourense,45508,85.326883,27.8783725
Sebastian Donato Alvarado Pareja,71,Cañada de Galo Juárez 6 Apt. 47 ,Burgos,Guadalajara,25080,109.837898,-64.575304
Evita Lillo Roman,33,Acceso Ruperto Pavón 369 Piso 1 ,Girona,Ourense,44094,160.949789,83.792114
Juana del Cardona,71,Pasaje de Valentín Perea 67 Puerta 8 ,Córdoba,Salamanca,16577,-43.540519,-73.072675
Carmen Gracia,72,Ronda de Melchor Gordillo 82,Vizcaya,Teruel,28381,-9.006713,70.196507
Clímaco Reina Boada,46,Cuesta de Rosalina Cabrera 286,Cádiz,Zaragoza,40365,91.178265,-42.818742
Jose Francisco Losa Almeida,60,Urbanización de Flor Montserrat 722,Navarra,Cádiz,04368,172.974745,43.7416415
Urbano Torralba Contreras,73,Urbanización Carlito Echevarría 98,Albacete,Castellón,30510,145.214508,-73.4769735
Clímaco Ureña Aroca,27,Cañada Javier Gelabert 5,Granada,Ourense,32292,123.208850,87.807031
Julieta del Catalá,45,Pasadizo de Amílcar Vaquero 84 Apt. 50 ,Soria,Vizcaya,05777,76.827794,39.3149445
Amelia Alberola,25,C. de Aura Cruz 96,Salamanca,Valencia,19823,159.016194,-60.757696
Lope de Font,43,Cuesta Guillermo Corbacho 76 Apt. 47 ,Cádiz,Córdoba,18452,98.156096,33.225940
Augusto de Andrade,22,Cañada de Mariana Zamorano 454 Piso 2 ,Navarra,Tarragona,31187,5.671104,-58.035774
Gabriela Rios Feliu,69,Cañada de Dorotea Rovira 465,Valencia,Madrid,20841,52.392938,22.9979175
Carmelita Eva Caro Téllez,27,Alameda de Francisco Jose Guillen 50,La Coruña,Cádiz,37349,-86.461188,7.8371195
Imelda Concepción Novoa Mercader,55,Pasaje Reyna Ortiz 5,Zaragoza,Córdoba,13783,-53.541919,13.3027255
Luciano Aznar Araujo,25,Calle de Leocadio Torrecilla 45,Girona,Navarra,19737,-160.790447,-37.607249
Eleuterio Ponce Cortes,77,Plaza Jacinta Uribe 76,Teruel,Murcia,35339,77.000851,-13.162953
Graciela Artigas Murcia,80,Pasadizo Fabio Perera 5 Apt. 07 ,Vizcaya,Jaén,12429,-119.430153,20.9772765
Isidora Martín Miró,76,Pasadizo Marita Espinosa 7 Piso 8 ,Córdoba,Ávila,40823,2.490578,-71.668209
